ligand_id,docked_conformation_count,ensemble_best_score_kcal_mol,ensemble_mean_score_kcal_mol,ensemble_median_score_kcal_mol,ensemble_score_std_kcal_mol,enopt_style_weighted_score_kcal_mol,smiles,source,mol_weight,heavy_atoms,logp,hbd,hba,tpsa
CHEMBL19115,5,-12.1,-11.802000000000001,-11.98,0.43211109682580456,-11.806508356040966,O=C(O)c1cccc(Cn2nnnc2-c2cccc(CSc3ccc4ccccc4n3)c2)c1,ChEMBL37_chemreps,453.527,33,4.927,1,7,93.79
CHEMBL36276,5,-12.84,-11.798000000000002,-11.64,0.7249965517159376,-11.801521011796005,C/C(=C(\F)C(=O)Nc1ccc(-c2ccccc2S(N)(=O)=O)cc1F)c1ccc(F)c(C(=N)N)c1,ChEMBL37_chemreps,488.491,34,3.902,4,4,139.13
CHEMBL3309390,5,-12.52,-11.782,-11.97,0.8097962706755321,-11.792427651868309,C[C@H](O)CNc1nccc(-n2ccnc2Cc2cccc(NC(=O)c3ccccc3-c3ccccc3)c2)n1,ChEMBL37_chemreps,504.594,38,4.965,3,7,104.96
CHEMBL6637,5,-13.0,-11.7766,-11.74,1.2842421111301403,-11.788042942384303,C/C(=C\Cn1oc(=O)[nH]c1=O)c1ccc(OCCc2nc(-c3ccc(C(F)(F)F)cc3)oc2C)cc1,ChEMBL37_chemreps,501.461,36,4.837,1,7,103.26
CHEMBL38655,5,-12.93,-11.774,-11.5,1.2150020576114264,-11.782215004235507,O=C(N[C@@H]1CCCCCC1OC(=O)c1ccc(C(=O)C2C(O)=CC=CC2C(=O)O)c(O)c1)c1ccc(O)cc1,ChEMBL37_chemreps,535.549,39,3.897,5,8,170.46
CHEMBL37777,5,-13.62,-11.76,-11.06,1.6757088052522728,-11.78176975571658,CN1CCN(C(=O)CCC(=O)Nc2cc3c4ccccc4ccc3c3ccccc23)CC1,ChEMBL37_chemreps,425.532,32,4.639,1,3,52.65
CHEMBL18671,5,-12.14,-11.772,-11.79,0.37824595172982356,-11.775209395746536,c1cc(COc2cccc(OCc3ccc4ccccc4n3)c2)cc(Cc2nnn[nH]2)c1,ChEMBL37_chemreps,423.476,32,4.497,1,6,85.81
CHEMBL28627,5,-13.22,-11.758,-11.67,1.1544132708869907,-11.772707321444157,CC(=O)N1CCN(Cc2cc3cc(C(=O)N4CCC(N5C(=O)OCc6ccccc65)CC4)ccc3o2)CC1,ChEMBL37_chemreps,516.598,38,3.858,0,6,86.54
CHEMBL530151,5,-12.97,-11.758,-11.7,1.0265817064413336,-11.772383338067819,O=C(Nc1ccc(-c2ccccc2)cc1)Nc1cccc(Cn2ncc(N3CCNCC3)c(Cl)c2=O)c1,ChEMBL37_chemreps,515.017,37,4.666,3,6,91.29
CHEMBL21027,5,-13.34,-11.755,-11.83,1.2772920574402706,-11.771701376364044,Cc1cc(C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2F)n(-c2ccc3cc(Cl)ccc3c2)n1,ChEMBL37_chemreps,535.0,37,5.693,2,5,107.08
CHEMBL35096,5,-12.66,-11.7506,-11.92,1.1045504968085436,-11.765895713433627,Fc1ccc2c(CCCN3C4CCCC3c3c([nH]c5ccc(F)cc35)C4)noc2c1,ChEMBL37_chemreps,407.464,30,5.672,1,3,45.06
CHEMBL14088,5,-13.34,-11.75,-11.55,1.1193301568348812,-11.764489420839512,CC(C)(C)CC(=O)N[C@@H]1CCc2ccccc2N(Cc2ccc(-c3ccccc3-c3nn[nH]n3)cc2)C1=O,ChEMBL37_chemreps,508.626,38,4.934,2,5,103.87
CHEMBL6925,5,-12.54,-11.752,-12.1,0.9711179125111424,-11.764035915457331,Cc1oc(-c2ccc(C(F)(F)F)cc2)nc1COc1ccc2oc(Cn3oc(=O)[nH]c3=O)cc2c1,ChEMBL37_chemreps,487.39,35,4.485,1,8,116.4
CHEMBL16254,5,-12.57,-11.7418,-12.12,1.1991356053424482,-11.758183803507944,O=C(Nc1ccccc1)Nc1nc2ccccc2n2c(=O)n(-c3ccccc3)nc12,ChEMBL37_chemreps,396.41,30,3.677,2,6,93.32
CHEMBL21179,5,-12.82,-11.744,-11.96,0.9251648501753622,-11.75754939807416,Cc1cc(C(=O)Nc2ccc(C(=N)N3CCCC3)cc2F)n(-c2cc3ccccc3cc2F)n1,ChEMBL37_chemreps,459.5,34,5.286,2,4,74.01
CHEMBL33871,5,-13.22,-11.742,-11.31,1.0434653803552854,-11.755160798868488,O=C(O)c1cccc2c(=O)cc(-c3cccc(OCc4ccc5ccccc5n4)c3)oc12,ChEMBL37_chemreps,423.424,32,5.285,1,5,89.63
CHEMBL15462,5,-12.25,-11.745999999999999,-12.0,0.6971585185594451,-11.753730535144458,O=C1COc2ccc(C(CN3CCCC3)n3cccc(-c4ccc(C(F)(F)F)cc4)c3=O)cc2N1,ChEMBL37_chemreps,483.49,35,4.55,1,5,63.57
CHEMBL30667,5,-12.5,-11.74,-12.06,0.9467576247382435,-11.753664337945338,CC(=O)NCCc1cc2cc(C(=O)N3CCC(N4C(=O)OCc5ccccc54)CC3)ccc2o1,ChEMBL37_chemreps,461.518,34,3.873,1,5,92.09
CHEMBL4436538,5,-12.89,-11.742,-12.04,0.9769953940526026,-11.751789697231224,Cc1ccc(-c2nnc(SCc3ccc(-c4ccccc4-c4nn[nH]n4)cc3)o2)cc1,ChEMBL37_chemreps,426.505,31,5.184,1,7,93.38
CHEMBL6926,5,-12.49,-11.74,-11.93,0.858952850859697,-11.75158371107374,O=C(c1cc2ccccc2[nH]1)c1cc2cc(OCc3ccccc3)ccc2[nH]1,ChEMBL37_chemreps,366.42,28,5.459,2,2,57.88
CHEMBL16525,5,-12.35,-11.738000000000001,-11.95,0.862363032602859,-11.749657555883093,O=C(Nc1cccc(C(=O)O)c1)Nc1ccc2c(C(=O)c3ccccc3)c(O)n(O)c2c1,ChEMBL37_chemreps,431.404,32,4.157,5,6,140.89
CHEMBL14846,5,-12.29,-11.738,-11.85,0.5758211527896487,-11.743268309153981,O=C(NCCc1c(-c2ccccc2)[nH]c2ccccc12)C12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3,ChEMBL37_chemreps,398.55,30,5.71,2,1,44.89
CHEMBL18501,5,-12.99,-11.73,-11.43,0.9751153777887004,-11.742515785506887,O=S1(=O)c2cccc3cccc(c23)N1CCN1CCC(CCc2c[nH]c3ccc(F)cc23)CC1,ChEMBL37_chemreps,477.605,34,5.314,1,3,56.41
CHEMBL42406,5,-13.21,-11.708,-11.38,1.430443987019415,-11.727625108969743,O=C1c2c(O)cccc2Cc2ccc(Cc3cccc(Oc4ccccc4)c3)c(O)c21,ChEMBL37_chemreps,408.453,31,5.616,2,4,66.76
CHEMBL20660,5,-12.56,-11.7108,-12.06,1.0854184446562534,-11.727007454071915,Cc1cc(C(=O)Nc2ccc(N3CCCCC3=O)cc2)n(-c2ccc3cc(Cl)ccc3c2)n1,ChEMBL37_chemreps,458.949,33,5.757,1,4,67.23
CHEMBL42770,5,-12.12,-11.72,-11.69,0.3492134018046842,-11.722637914784345,O=C(Nc1ccc(C(=O)O)cc1)OCCC1c2ccccc2-c2ccccc21,ChEMBL37_chemreps,373.408,28,5.136,2,3,75.63
CHEMBL7967,5,-12.89,-11.7082,-11.94,1.088545451508572,-11.720521400918864,CC1(C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)CC(c2cccc(C(=N)N)c2)=NO1,ChEMBL37_chemreps,477.546,34,2.807,4,6,160.72
CHEMBL6914,5,-12.7,-11.7084,-11.95,1.0680088014618603,-11.719763559407458,C/C(=C\c1cccc(OCc2nc(-c3ccc(C(F)(F)F)cc3)oc2C)c1)Cn1oc(=O)[nH]c1=O,ChEMBL37_chemreps,487.434,35,4.794,1,7,103.26
CHEMBL20277,5,-13.24,-11.704,-10.87,1.374529010243145,-11.719010929138404,O=C(Cn1c(C2CCNCC2)nc2cc(Cl)c(Cl)cc21)NNC(=O)Nc1ccccc1-c1ccccc1,ChEMBL37_chemreps,537.451,37,5.33,4,5,100.08
CHEMBL4543562,5,-12.62,-11.700599999999998,-11.95,1.0355104055488769,-11.714966614587143,O=C1COc2ccc(-c3cs/c(=N\CCc4ccccc4)n3/N=C/c3ccc4ncccc4c3)cc2N1,ChEMBL37_chemreps,505.603,37,5.121,1,7,80.87
CHEMBL32464,5,-12.39,-11.706,-11.81,0.6614605052457778,-11.71473966343083,c1ccc(Cc2nc3ccc(Nc4ncnc5ccccc45)cc3[nH]2)cc1,ChEMBL37_chemreps,351.413,27,4.841,2,4,66.49
CHEMBL16198,5,-12.71,-11.698,-11.67,1.0327487593795501,-11.712391744389159,COc1cccc([C@@H]2C/C(=N\NC(=O)C(=O)NC(C)c3ccccc3)c3ccccc3N2)c1,ChEMBL37_chemreps,442.519,33,3.95,3,5,91.82
CHEMBL16215,5,-12.77,-11.6916,-12.06,1.4784257844071849,-11.71183590786831,COc1ccc(NC(=O)Nc2nc3ccccc3n3c(=O)n(-c4ccccc4)nc23)cc1,ChEMBL37_chemreps,426.436,32,3.686,2,7,102.55
CHEMBL9034,5,-12.55,-11.696,-11.5,0.7107953291911818,-11.70550637358654,Cn1c(=O)c2nc(-c3ccc(S(=O)(=O)Oc4cccc([N+](=O)[O-])c4)cc3)[nH]c2n(C)c1=O,ChEMBL37_chemreps,457.424,32,1.303,1,10,159.19
CHEMBL20230,5,-12.26,-11.697999999999999,-11.95,0.6513601154507389,-11.703560424763564,CC1(C)C2CC[C@@]1(CS(=O)(=O)N1CCC3(CCc4ccccc43)CC1)[C@@H](NC(=O)Cc1c[nH]cn1)C2,ChEMBL37_chemreps,510.704,36,3.573,2,4,95.16
CHEMBL38990,5,-12.43,-11.691999999999998,-11.76,0.8831307943900493,-11.700289487608991,Cc1oc(-c2ccccc2)nc1Cc1cc2cc(CC3OC(=O)NC3=O)ccc2o1,ChEMBL37_chemreps,402.406,30,4.165,1,6,94.57
CHEMBL33906,5,-12.2,-11.687999999999999,-12.06,0.8791302520104739,-11.698977968985066,N#C/C(=C(/N)Sc1ccccc1N)c1cccc(C(O)c2cccc3ccccc23)c1,ChEMBL37_chemreps,423.541,31,5.447,3,5,96.06
CHEMBL7367,5,-12.77,-11.689999999999998,-11.95,1.0214695296483394,-11.696958135385422,O=C(c1cc2ccccc2[nH]1)c1cc2cc(OC(=O)c3ccccc3Cl)ccc2[nH]1,ChEMBL37_chemreps,414.848,30,5.753,2,3,74.95
CHEMBL4435941,5,-12.19,-11.685999999999998,-12.03,0.7535781313175165,-11.696716840518556,O=C(O)c1ccc(/N=C/c2cc3cc(-c4nc5ccccc5[nH]4)ccc3n3nnnc23)cc1,ChEMBL37_chemreps,433.431,33,4.27,2,7,121.42
CHEMBL4434725,5,-12.73,-11.682000000000002,-11.73,0.9988593494581709,-11.696167277857361,O=c1cc(Cn2cc(CSc3nc4ccccc4[nH]3)nn2)c2ccc3ccccc3c2o1,ChEMBL37_chemreps,439.5,32,4.755,1,7,89.6
CHEMBL7051,5,-12.95,-11.681799999999999,-11.92,1.1329744922106586,-11.69505838250666,CC/C(=C\c1cccc(OCc2nc(-c3ccc(C(F)(F)F)cc3)oc2C)c1)n1oc(=O)[nH]c1=O,ChEMBL37_chemreps,487.434,35,5.099,1,7,103.26
CHEMBL7411,5,-12.29,-11.686,-11.81,0.5689288180431713,-11.693937719761928,COc1cccc(CC(=O)Oc2ccc3[nH]c(C(=O)c4cc5ccccc5[nH]4)cc3c2)c1,ChEMBL37_chemreps,424.456,32,5.037,2,4,84.18
CHEMBL6969,5,-12.54,-11.68,-11.61,0.9711591012805262,-11.693639305136843,O=C(/C=C/c1ccccc1)Oc1ccc2[nH]c(C(=O)c3cc4ccccc4[nH]3)cc2c1,ChEMBL37_chemreps,406.441,31,5.499,2,3,74.95
CHEMBL4436455,5,-12.75,-11.676400000000001,-11.91,1.1378729278790318,-11.693400497186843,FC(F)(F)c1cccc(-n2cc(CN3CCc4c([nH]c5ccccc45)C3)nn2)c1,ChEMBL37_chemreps,397.404,29,4.326,1,4,49.74
CHEMBL12212,5,-12.27,-11.685999999999998,-11.79,0.7028726769479657,-11.693010093916532,O=C(O)COc1ccc(O)c(C(=O)/C=C/c2cccc(/C=C/c3ccc4ccccc4n3)c2)c1,ChEMBL37_chemreps,451.478,34,5.47,2,5,96.72
CHEMBL1163538,5,-12.87,-11.687999999999999,-11.35,0.9689530432379062,-11.692160161732916,O=C(c1ccc(F)cc1)C1CCN(C(=O)c2ccc(-c3ccccc3)cc2)CC1,ChEMBL37_chemreps,387.454,29,5.228,0,2,37.38
CHEMBL4436007,5,-12.44,-11.68,-11.97,0.7154718722633332,-11.690634094347518,O=C(Nc1nc2nccc(-c3ccccc3)n2n1)c1cccc([N+](=O)[O-])c1,ChEMBL37_chemreps,360.333,27,2.952,1,7,115.32
CHEMBL39523,5,-13.02,-11.671199999999999,-12.14,1.3301869041604646,-11.689805709584592,Cc1oc(-c2cccc3ccccc23)nc1COc1ccc(CCCC2OC(=O)NC2=O)cc1,ChEMBL37_chemreps,456.498,34,5.34,1,6,90.66
CHEMBL4436340,5,-12.81,-11.675999999999998,-11.89,0.9649248675415101,-11.68771974487113,O=C(O)c1cccc(/N=C/c2cc3cc(-c4nc5ccccc5[nH]4)ccc3n3nnnc23)c1,ChEMBL37_chemreps,433.431,33,4.27,2,7,121.42
CHEMBL34866,5,-12.4,-11.684000000000001,-11.71,0.6048388215053666,-11.685892056976378,CCc1nn(Cc2ccc(-c3ccccc3-c3nn[nH]n3)cc2)/c(=N/C(=O)C2=C(C(=O)[O-])CCC2)s1,ChEMBL37_chemreps,500.564,36,2.06,1,9,141.84
CHEMBL28853,5,-12.34,-11.682,-11.73,0.5224653098531994,-11.684464348293888,COc1ccc(/N=C(\N)Nc2ccc3c4c(cccc24)CC3)c2ccccc12,ChEMBL37_chemreps,367.452,28,5.159,2,2,59.64
CHEMBL13568,5,-12.73,-11.668000000000001,-11.81,0.9617796005322633,-11.679733114602364,CC(=O)N[C@@H]1CCc2ccccc2N(Cc2ccc(-c3ccccc3-c3nn[nH]n3)cc2)C1=O,ChEMBL37_chemreps,452.518,34,3.518,2,5,103.87
CHEMBL4435536,5,-12.88,-11.6518,-11.81,1.5828617122161996,-11.673998033815469,c1ccc(CCc2ccc3[nH]nc(-c4ccc(N5CCNCC5)nc4)c3c2)cc1,ChEMBL37_chemreps,383.499,29,3.82,2,4,56.84
CHEMBL4116107,5,-12.63,-11.6554,-12.05,1.141317571931669,-11.672099168360308,N=C(N)N1CCC[C@H]1Cc1nc(-c2ccc(Nc3nc(-c4cccc(F)c4)cs3)cc2)no1,ChEMBL37_chemreps,463.542,33,4.643,3,7,116.95
CHEMBL36383,5,-12.51,-11.66,-11.86,0.8741567365181143,-11.670857224379,Cc1oc(C2CCCCC2)nc1Cc1cc2cc(CC3OC(=O)NC3=O)ccc2o1,ChEMBL37_chemreps,408.454,30,4.545,1,6,94.57
CHEMBL4436558,5,-12.78,-11.6592,-11.82,1.2991894396122527,-11.670406563633309,CCc1cccc(NC(=O)c2cccc(/C=C3\CC(=O)N(Cc4ccccc4)C3=O)c2)c1,ChEMBL37_chemreps,424.5,32,4.844,1,3,66.48
CHEMBL20424,5,-12.22,-11.656,-11.95,0.8537739747731831,-11.668129997753956,CC1(C)N=C(N)N=C(N)N1c1cccc(COc2cccc(-c3ccccc3)c2)c1,ChEMBL37_chemreps,399.498,30,4.118,2,6,89.23
CHEMBL24816,5,-13.34,-11.6466,-11.39,1.5327402911126198,-11.66806207189014,CC(=O)NC1N=C(c2ccccc2)c2ccccc2N(CC(=O)NCCc2cccc3ccccc23)C1=O,ChEMBL37_chemreps,504.59,38,3.845,2,4,90.87
CHEMBL6947,5,-12.41,-11.658,-11.99,0.837776819922824,-11.666568167153937,C/C(Cn1oc(=O)[nH]c1=O)=C(/C)c1cccc(OCc2nc(-c3ccc(C(F)(F)F)cc3)oc2C)c1,ChEMBL37_chemreps,501.461,36,5.184,1,7,103.26
CHEMBL11785,5,-12.44,-11.65,-12.19,1.1175195747726296,-11.665919895282158,O=C(O)c1cc(Cl)c(O)c(C(=O)/C=C/c2ccc(OCc3ccc4ccccc4n3)cc2)c1,ChEMBL37_chemreps,459.885,33,5.767,2,5,96.72
CHEMBL16010,5,-13.2,-11.654,-10.97,1.226633604626907,-11.665883732313503,O=c1n(-c2ccccc2)nc2c(NCC(c3ccccc3)c3ccccc3)nc3ccccc3n12,ChEMBL37_chemreps,457.537,35,5.277,1,6,64.22
CHEMBL4543190,5,-12.25,-11.656,-11.89,0.7378211165316433,-11.665456126246285,Cc1c(C(=O)N2C3CCC2CC(C(F)(F)F)C3)cnn1-c1nn2cccc2c(=O)[nH]1,ChEMBL37_chemreps,420.395,30,2.462,1,6,88.29
CHEMBL14247,5,-13.07,-11.644,-11.74,1.0930827964980516,-11.659177642841689,CC(C)(N)CCC(=O)N[C@@H]1CCc2ccccc2N(Cc2ccc(-c3ccccc3-c3nn[nH]n3)cc2)C1=O,ChEMBL37_chemreps,523.641,39,4.015,3,6,129.89
CHEMBL28729,5,-13.51,-11.645999999999999,-11.36,1.1299247762572517,-11.658400165049809,O=C(c1ccc(Nc2ccnc3cc(C(F)(F)F)ccc23)cc1)N1CCN(c2ccccc2)CC1,ChEMBL37_chemreps,476.502,35,5.96,1,4,48.47
CHEMBL9465,5,-12.09,-11.649999999999999,-11.77,0.5494087731370874,-11.655393829067554,Cc1cccc(NC(=O)NNc2nc3ccccc3c(=O)n2-c2cccc(N)c2)c1,ChEMBL37_chemreps,400.442,30,3.425,4,6,114.07
CHEMBL9174,5,-12.2,-11.648000000000001,-11.77,0.6385687120427993,-11.655065448127738,O=C(NCC=C(c1ccccc1)c1ccccc1)c1cnc2ccccc2c1,ChEMBL37_chemreps,364.448,28,5.097,1,2,41.99
CHEMBL32764,5,-12.8,-11.631800000000002,-12.11,1.6207980133255349,-11.654436254039485,O=C(O)c1cccc2c(=O)cc(-c3ccc(/C=C/c4ccc5ccccc5n4)cc3)oc12,ChEMBL37_chemreps,419.436,32,5.877,1,4,80.4
CHEMBL21346,5,-12.51,-11.642,-12.03,0.8140761635129726,-11.650109838896677,CC(=O)Nc1nc2c(C)cnc(-c3cccc(NS(=O)(=O)c4ccc(C)cc4)c3)n2n1,ChEMBL37_chemreps,436.497,31,3.167,2,7,118.35
CHEMBL1076656,5,-12.1,-11.639999999999999,-11.94,0.4985980344927166,-11.646581691587974,CC(Cc1ccc2c(c1)OCO2)CN1C[C@H]2CCCC[C@H]2[C@H](C(=O)N2CCN(c3ccc([N+](=O)[O-])cc3)CC2)C1,ChEMBL37_chemreps,548.684,40,4.589,0,7,88.39
CHEMBL21759,5,-12.17,-11.632000000000001,-11.74,0.5985983628444029,-11.640122846677398,COc1cccc(-c2[nH]c3ccc(C)cc3c2CCC(=O)N2CCN(c3ccccc3OC)CC2)c1,ChEMBL37_chemreps,483.612,36,5.442,1,4,57.8
CHEMBL39033,5,-12.84,-11.623000000000001,-11.87,1.224681591271789,-11.63994822804081,O=C(c1ccccc1)N1CCc2cc(S(=O)(=O)N3CC(c4ccccc4)NC3=O)ccc21,ChEMBL37_chemreps,447.516,32,3.345,1,4,86.79
CHEMBL19270,5,-13.21,-11.620000000000001,-11.23,1.3691968448692833,-11.637919861473996,O=S1(=O)c2cccc3cccc(c23)N1CCN1CCC(Cc2cc3cc(F)ccc3[nH]2)CC1,ChEMBL37_chemreps,463.578,33,4.924,1,3,56.41
CHEMBL18918,5,-12.33,-11.628,-11.7,0.7377126811977684,-11.637644473603377,c1cc(COc2ccc(OCc3ccc4ccccc4n3)cc2)cc(-c2nn[nH]n2)c1,ChEMBL37_chemreps,409.449,31,4.573,1,6,85.81
CHEMBL37035,5,-13.05,-11.628000000000002,-11.35,0.9617796005322634,-11.636002107149551,Cc1ccc(NC(=O)CC(c2ccccc2)c2ccccc2)c(=O)n1CC(=O)NCC1CCN(C(=N)N)CC1,ChEMBL37_chemreps,528.657,39,3.039,4,5,133.31
CHEMBL10377,5,-12.33,-11.628,-11.65,0.6828030462732279,-11.635443284577722,CC(/C=C/C(O)=C1\C(=O)C2CCCN2C1=O)=C\c1ccc2ccccc2c1,ChEMBL37_chemreps,359.425,27,4.185,1,3,57.61
CHEMBL33294,5,-12.37,-11.622,-11.63,0.8903201671309035,-11.634503080068049,O=C(O)c1cccc2c(=O)cc(-c3ccc(OCc4ccc5ccccc5n4)cc3)oc12,ChEMBL37_chemreps,423.424,32,5.285,1,5,89.63
CHEMBL17482,5,-12.81,-11.617,-11.85,1.0482700033865322,-11.632103731633958,Cc1nc(-c2ccc(-c3nc(-c4ccc(F)cc4)c(-c4ccncc4)[nH]3)cc2)no1,ChEMBL37_chemreps,397.413,30,5.303,1,5,80.49
CHEMBL17937,5,-12.14,-11.620000000000001,-11.9,0.7736601320993606,-11.629891626043175,O=S(=O)(Nc1ccc2ccc(OCc3ccc4ccccc4n3)cc2c1)C(F)(F)F,ChEMBL37_chemreps,432.423,30,5.229,1,4,68.29
CHEMBL25455,5,-12.95,-11.62,-11.51,0.9388024286291549,-11.629336274580018,O=c1c(Cc2ccccc2)c(O)c2ccccc2n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,ChEMBL37_chemreps,485.547,37,5.193,2,6,96.69
CHEMBL10161,5,-12.31,-11.618,-11.83,0.8056488068631393,-11.629138623686494,Cc1noc2c(-c3ccccc3)nn(CCCN3CCN(c4cccc(Cl)c4)CC3)c(=O)c12,ChEMBL37_chemreps,463.969,33,4.226,0,7,67.4
CHEMBL34682,5,-12.16,-11.62,-11.98,0.761347489652393,-11.628020147765547,Oc1ccc(-c2nc3ccc(-c4ccc5nc(-c6ccc(O)cc6)[nH]c5c4)cc3[nH]2)cc1,ChEMBL37_chemreps,418.456,32,5.851,4,4,97.82
