conformation_id,weight
active_bi167107_4LDE,0.19803160033027725
active_gs_complex_3SN6,0.19427546961397657
active_hbi_4LDL,0.2018079535655358
inactive_carazolol_2RH1,0.20309869580824272
inactive_carazolol_5D5A,0.2027862806819677
