ligand_id,smiles,source,mol_weight,heavy_atoms,logp,hbd,hba,tpsa
CHEMBL12104,C/C=C(\NC(=O)CCCCCCCCC(=O)O)C(=O)O,ChEMBL37_chemreps,285.34,20,2.296,3,3,103.7
CHEMBL12105,O=C1CC(Cc2ccccc2)C(=O)N1OS(=O)(=O)/C=C/c1ccccc1,ChEMBL37_chemreps,371.414,26,2.537,0,5,80.75
CHEMBL12031,C/C=C(\NC(=O)COc1ccccc1)C(=O)O,ChEMBL37_chemreps,235.239,17,1.17,2,3,75.63
CHEMBL12032,C/C(CC1CCc2c(cccc2OCC(=O)O)C1)=N\OC(c1ccccc1)c1ccncc1,ChEMBL37_chemreps,444.531,33,5.222,1,5,81.01
CHEMBL12124,O=C1CC2(CCCC2)CC(=O)N1CCCCNC[C@@H]1COc2ccccc2O1,ChEMBL37_chemreps,386.492,28,2.906,1,5,67.87
CHEMBL12126,COCCCCC/C=C(\NC(=O)C1CC1(C)C)C(=O)O,ChEMBL37_chemreps,283.368,20,2.324,2,3,75.63
CHEMBL12058,CC(=N)Nc1nnc(-c2ccccc2-c2ccccc2)s1,ChEMBL37_chemreps,294.383,21,4.281,2,4,61.66
CHEMBL12059,CS/C(=N\CCSCc1c[nH]c2ccccc12)NC#N,ChEMBL37_chemreps,304.444,20,3.191,2,4,63.97
CHEMBL12080,CN(CCCC/C=C(\NC(=O)C1CC1(C)C)C(=O)O)CC(=O)O,ChEMBL37_chemreps,326.393,23,1.304,3,4,106.94
CHEMBL12081,C/C=C(\NC(=O)Cc1ccccc1)C(=O)O,ChEMBL37_chemreps,219.24,16,1.334,2,2,66.4
CHEMBL12083,CSC(S(=O)(=O)c1ccc(Cl)cc1)S(=O)(=O)C(F)(F)F,ChEMBL37_chemreps,368.807,20,2.695,0,5,68.28
CHEMBL12084,CN(C)CCCOc1cc(C(=O)Nc2ccc3c(c2)C(=O)N(C)C3=O)n(Cc2ccccc2)n1,ChEMBL37_chemreps,461.522,34,2.74,1,7,96.77
CHEMBL12106,CCCc1nc(CC)c(C(N)=O)n1Cc1ccc(-c2ccccc2S(=O)(=O)Nc2onc(C)c2C)c(C)c1,ChEMBL37_chemreps,535.67,38,4.926,2,7,133.11
CHEMBL12190,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-n2cccc2C(=O)O)cc1,ChEMBL37_chemreps,387.867,27,3.909,2,5,80.28
CHEMBL12191,COc1cccc(C[N+](C)(CCCl)CCCl)c1[N+](=O)[O-],ChEMBL37_chemreps,322.212,20,3.028,0,3,52.37
CHEMBL12192,CN/C(S)=N/S(=O)(=O)c1cc(CCNC(=O)c2cc(Cl)ccc2OC)c(OC)c(C)c1OC,ChEMBL37_chemreps,516.041,33,2.841,3,6,115.32
CHEMBL12127,CC(C)Oc1ccccc1N1CCN(C/C=C/C(=O)CN2CCCCC2=O)CC1,ChEMBL37_chemreps,399.535,29,2.734,0,5,53.09
CHEMBL12128,CN(C)C1Cc2cccc3nc(O)n(c23)C1,ChEMBL37_chemreps,217.272,16,1.228,1,4,41.29
CHEMBL12216,CCCCC[C@@H](/C=C/C1[C@H](O)C[C@H](O)[C@@H]1C/C=C\CCCC(=O)O)OC(C)=O,ChEMBL37_chemreps,396.524,28,3.614,3,5,104.06
CHEMBL12217,CN(C)CCCOc1cc(C(=O)Nc2ccc3ccccc3n2)n(Cc2ccccc2)n1,ChEMBL37_chemreps,429.524,32,4.062,1,6,72.28
CHEMBL12218,CC(C)c1ccc2c(c1)CC[C@H]1C(=O)[C@@H](O)CC[C@]21C,ChEMBL37_chemreps,272.388,20,3.354,1,2,37.3
CHEMBL12147,C=CCNCCCCC/C=C(\NC(=O)C1CC1(C)C)C(=O)O,ChEMBL37_chemreps,308.422,22,2.453,3,3,78.43
CHEMBL12148,C/C=C(\NC(=O)C1CC12CC2)C(=O)O,ChEMBL37_chemreps,195.218,14,0.891,2,2,66.4
CHEMBL12149,C/C=C(\NC(=O)[C@@H]1C[C@H]1C(C)(C)C)C(=O)O,ChEMBL37_chemreps,225.288,16,1.773,2,2,66.4
CHEMBL12168,CCN1CCN(CC)C1=S,ChEMBL37_chemreps,158.27,10,0.929,0,1,6.48
CHEMBL12169,Nc1ccc(-c2nc3ccccc3s2)cc1Br,ChEMBL37_chemreps,305.2,17,4.308,1,3,38.91
CHEMBL12170,COc1ccccc1N1CCN(CCCSc2nc3sc4c(c3c(=O)n2N)CCC4)CC1,ChEMBL37_chemreps,471.652,32,2.974,1,9,76.62
CHEMBL12172,CCCc1nc(Cl)c(C(=O)OC)n1Cc1ccc(-c2ccccc2S(=O)(=O)Nc2onc(C)c2C)cc1,ChEMBL37_chemreps,543.045,37,5.397,1,8,116.32
CHEMBL12195,CC/C=C(\NC(=O)C1CC1(C)C)C(=O)O,ChEMBL37_chemreps,211.261,15,1.527,2,2,66.4
CHEMBL12285,CCCN(Cc1ccccc1)C1Cc2cccc3nc(O)n(c23)C1,ChEMBL37_chemreps,321.424,24,3.579,1,4,41.29
CHEMBL12287,O=C(O)c1ccc(O)c(C(=O)/C=C/c2ccc3ccccc3n2)c1,ChEMBL37_chemreps,319.316,24,3.535,2,4,87.49
CHEMBL12219,CC(C)(C)c1cc(-c2nnc(N)o2)cc(C(C)(C)C)c1O,ChEMBL37_chemreps,289.379,21,3.619,2,5,85.17
CHEMBL12220,CN1CCN(S(=O)(=O)c2ccc(-n3ccnc3)cc2)CC1,ChEMBL37_chemreps,306.391,21,0.808,0,5,58.44
CHEMBL12310,CC(CN1CCN(CC(c2ccc(F)cc2)N2CCN(C)CC2)CC1)C(=O)c1ccc(C(F)(F)F)cc1,ChEMBL37_chemreps,520.615,37,4.27,0,5,30.03
CHEMBL12312,c1ccc2c(CCCCN3CCc4c([nH]c5ccccc45)C3)ccnc2c1,ChEMBL37_chemreps,355.485,27,5.097,1,2,31.92
CHEMBL12239,COC(=O)c1cc2c3ccccc3n(C)c2cn1,ChEMBL37_chemreps,240.262,18,2.513,0,4,44.12
CHEMBL12240,CN(C)CCCOc1cc(C(=O)Nc2cc(F)cc(C(F)(F)F)c2)n(Cc2ccccc2)n1,ChEMBL37_chemreps,464.463,33,4.672,1,5,59.39
CHEMBL12241,NC(=O)Cc1cc(=O)oc2cc(O)ccc12,ChEMBL37_chemreps,219.196,16,0.526,2,4,93.53
CHEMBL12328,CCC1NC(C(=O)OC)Cc2c1[nH]c1ccccc21,ChEMBL37_chemreps,258.321,19,2.306,2,3,54.12
CHEMBL12329,c1csc(-c2cn3c(n2)SCC3)c1,ChEMBL37_chemreps,208.311,13,2.717,0,4,17.82
CHEMBL12257,Cc1ccc(-c2cc(O)c(Sc3ccccc3C(C)C)c(=O)o2)cc1,ChEMBL37_chemreps,352.455,25,5.595,1,4,50.44
CHEMBL12259,O=C1c2cccc3cccc(c23)N1CCCCCN1CCN(c2ccccc2)CC1,ChEMBL37_chemreps,399.538,30,4.793,0,3,26.79
CHEMBL12261,CCCCCCCCCCCCCCC1(C(=O)OC)CO1,ChEMBL37_chemreps,298.467,21,5.02,0,3,38.83
CHEMBL12262,Cc1cn2c(=O)c3cc(C(=O)O)ccc3nc2s1,ChEMBL37_chemreps,260.274,18,1.916,1,5,71.67
CHEMBL12350,CN1C=Cc2c([nH]c3ccccc23)C1,ChEMBL37_chemreps,184.242,14,2.584,1,1,19.03
CHEMBL12290,COc1ccc2[nH]c3c(c2c1)CCN(CCc1ccncc1)C3,ChEMBL37_chemreps,307.397,23,3.172,1,3,41.15
CHEMBL12373,CC(C)C[C@H](CO)C(=O)N[C@H](Cc1c[nH]cn1)C(=O)N[C@H](Cc1ccccc1)C(=O)NCC(C)(C)C,ChEMBL37_chemreps,499.656,36,1.981,5,5,136.21
CHEMBL12374,CCCOc1ccc(CCNC(=O)c2cc(Cl)ccc2OC)cc1S(=O)(=O)/N=C(\S)NC,ChEMBL37_chemreps,500.042,32,3.304,3,5,106.09
CHEMBL12313,C/C(=N/Cc1ccccc1)Nc1nnc(-c2ccccc2C)s1,ChEMBL37_chemreps,322.437,23,4.544,1,4,50.17
CHEMBL12314,CN1C[C@@H](NS(=O)(=O)N(C)C)C[C@@H]2c3cccc4c3c(cn4C)C[C@H]21,ChEMBL37_chemreps,362.499,25,1.287,1,4,57.58
CHEMBL4560018,CC(NC(=O)NC(=O)c1ccccc1)C1CC2CCC1C2,ChEMBL37_chemreps,286.375,21,2.951,2,2,58.2
CHEMBL12035,C/C=C(\NC(=O)CCCCC)C(=O)O,ChEMBL37_chemreps,199.25,14,1.671,2,2,66.4
CHEMBL12036,O=C(O)c1ccc(C(=O)/C=C/c2cccc(OCc3ccc4ccccc4n3)c2)c(O)c1,ChEMBL37_chemreps,425.44,32,5.114,2,5,96.72
CHEMBL12330,CCCN(CCC)C1Cc2cccc3ccn(c23)C1,ChEMBL37_chemreps,256.393,19,3.688,0,2,8.17
CHEMBL12332,CCN(CC)CCN(C(=O)c1ccc(-n2ccnc2)cc1)c1cccc2ccccc12,ChEMBL37_chemreps,412.537,31,5.014,0,4,41.37
CHEMBL1163431,CC(C)COc1cccc2occ(CO)c(=O)c12,ChEMBL37_chemreps,248.278,18,2.32,1,4,59.67
CHEMBL12060,C/C=C(\NC(=O)CCCCC(=O)N/C(=C\C)C(=O)O)C(=O)O,ChEMBL37_chemreps,312.322,22,0.756,4,4,132.8
CHEMBL12061,CCCCC[C@@H]1/C=C\C2CCC(=O)[C@@H]2C/C=C\CCCC(=O)O1,ChEMBL37_chemreps,318.457,23,4.76,0,3,43.37
CHEMBL12353,CC1(C)CC1C(=O)N/C(=C\CC(F)(F)F)C(=O)O,ChEMBL37_chemreps,265.231,18,2.07,2,2,66.4
CHEMBL12354,COC(=O)CSc1ccc(CC2CCN(C3CCN(C(=O)c4cccc5ccc(F)cc45)CC3)CC2)cc1,ChEMBL37_chemreps,534.697,38,5.803,0,5,49.85
CHEMBL12355,CC(=O)N1CCCCCC1=O,ChEMBL37_chemreps,155.197,11,0.935,0,2,37.38
CHEMBL12356,CCN(CC)C(=S)N(CC)CC,ChEMBL37_chemreps,188.34,12,1.955,0,1,6.48
CHEMBL12357,CC(C)c1cc2c(=O)n3cc(C(=O)O)ccc3nc2s1,ChEMBL37_chemreps,288.328,20,2.731,1,5,71.67
CHEMBL12377,C=CCCN1C2CCC1CC(OC(c1ccc(F)cc1)c1ccc(F)cc1)C2,ChEMBL37_chemreps,383.482,28,5.642,0,2,12.47
CHEMBL12107,CCCN(CCC)CCc1ccc(OC)c(OCCc2cccc(Cl)c2)c1,ChEMBL37_chemreps,389.967,27,5.635,0,3,21.7
CHEMBL12108,COc1cccc2c1C[C@H]1CCN[C@H]1C2,ChEMBL37_chemreps,203.285,15,1.772,1,2,21.26
CHEMBL12037,CC1(C)CC1C(=O)N/C(=C\CCCCSc1ccccc1)C(=O)O,ChEMBL37_chemreps,347.48,24,4.08,2,3,66.4
CHEMBL12129,O=C1CC2(CCCC2)CC(=O)N1CCCCNC[C@H]1COc2ccccc2O1,ChEMBL37_chemreps,386.492,28,2.906,1,5,67.87
CHEMBL12130,CN(C)CCCOc1cc(C(=O)Nc2cnc3ccccc3c2)n(Cc2ccccc2)n1,ChEMBL37_chemreps,429.524,32,4.062,1,6,72.28
CHEMBL12062,CC(C)Oc1ccccc1N1CCN(CCCNC(=O)CN2CCCCC2=O)CC1,ChEMBL37_chemreps,416.566,30,2.115,1,5,65.12
CHEMBL12150,CC(C)S(=O)(=O)c1ccc(CC2CCN(C3CCN(C(=O)c4cccc5ccccc45)CC3)CC2)cc1,ChEMBL37_chemreps,518.723,37,5.581,0,4,57.69
CHEMBL12085,NC(=O)CSc1ccc(CC2CCN(C3CCN(C(=O)c4cccc5ccccc45)CC3)CC2)cc1,ChEMBL37_chemreps,501.696,36,4.977,1,4,66.64
CHEMBL12086,C/C=C(\NC(=O)C1CC1(Cl)Cl)C(=O)O,ChEMBL37_chemreps,238.07,14,1.285,2,2,66.4
CHEMBL12087,O=C1NC(=O)C(CC#Cc2ccccc2)(S(=O)(=O)c2ccc(Cl)cc2)S1,ChEMBL37_chemreps,405.884,26,3.235,1,5,80.31
CHEMBL12088,CN(C)CCCOc1cc(C(=O)Nc2ccc(Cl)cc2F)n(Cc2ccccc2)n1,ChEMBL37_chemreps,430.911,30,4.307,1,5,59.39
CHEMBL12089,COc1ccc2cc3[n+](cc2c1OC)CCc1cc2c(cc1-3)OCO2,ChEMBL37_chemreps,336.367,25,3.096,0,4,40.8
CHEMBL12727,Cn1c(CN2CCc3c([nH]c4ccccc34)C2)nc2ccccc21,ChEMBL37_chemreps,316.408,24,3.613,1,3,36.85
CHEMBL4560050,Cc1ccc(Cn2nnc(-c3ccccc3C)n2)cc1,ChEMBL37_chemreps,264.332,20,3.005,0,4,43.6
CHEMBL12728,CNC(c1cccc2nc(O)c(O)nc12)P(=O)(O)O,ChEMBL37_chemreps,285.196,19,0.437,5,6,135.8
CHEMBL12730,O=[N+]([O-])c1cc2nc(O)c(O)nc2cc1-n1cccc1,ChEMBL37_chemreps,272.22,20,1.74,2,7,114.31
CHEMBL12451,CCCCc1nc(CCCC)n(Cc2ccc(-n3c(-c4nn[nH]n4)ccc3C(F)(F)F)cc2)n1,ChEMBL37_chemreps,472.519,34,5.001,1,7,90.1
CHEMBL12655,O=C(O)Cc1cc(=O)oc2ccc3ccccc3c12,ChEMBL37_chemreps,254.241,19,2.573,1,3,67.51
CHEMBL1163449,C=CCNC(=S)N/N=C/c1ccc2c(c1)[n+]([O-])c(C#N)c(N)[n+]2[O-],ChEMBL37_chemreps,343.372,24,-0.456,3,6,140.11
CHEMBL12656,CC1CCN(CCCCCN2c3cccc4cccc(c34)S2(=O)=O)CC1,ChEMBL37_chemreps,372.534,26,4.251,0,3,40.62
CHEMBL12747,O=C(O)Cn1c(=O)c(=O)[nH]c2cc([N+](=O)[O-])c(-n3ccc(/C=N/OCc4ccccc4)c3)cc21,ChEMBL37_chemreps,463.406,34,2.024,2,9,161.82
CHEMBL4560051,CCN(CC(C)(C)O)C(=O)Cc1cccc(OC)c1,ChEMBL37_chemreps,265.353,19,1.857,1,3,49.77
CHEMBL12749,CC1(C)CCC(C)(C)c2cc(/N=[N+](\[O-])c3ccc(C(=O)O)cc3)ccc21,ChEMBL37_chemreps,352.434,26,5.66,1,3,75.73
CHEMBL12409,O=NN(CCCl)C(=O)NC1CCC(CC2CCC(NC(=O)N(CCCl)N=O)CC2)CC1,ChEMBL37_chemreps,479.409,31,4.358,2,6,123.54
CHEMBL12410,O=S(=O)(CS(=O)(=O)C(F)(F)F)c1ccc(F)cc1,ChEMBL37_chemreps,306.258,18,1.492,0,4,68.28
CHEMBL12411,CN/C(S)=N/S(=O)(=O)c1cc(CCNC(=O)c2cc(Cl)ccc2OC)ccc1C,ChEMBL37_chemreps,455.989,29,2.823,3,4,96.86
CHEMBL12491,OC1(c2ccc(Cl)cc2)CCN(CCCn2c3c(c4ccccc42)CCN(CCc2ccccn2)C3)CC1,ChEMBL37_chemreps,529.128,38,5.664,1,5,44.53
CHEMBL12429,Clc1cccc(N2CCN(CCCn3c4c(c5ccccc53)CCN(CCc3ccccn3)C4)CC2)c1,ChEMBL37_chemreps,514.117,37,5.503,0,5,27.54
CHEMBL12430,CN/C(S)=N/S(=O)(=O)c1cc(CCNC(=O)c2cc(Cl)ccc2OC)ccc1F,ChEMBL37_chemreps,459.952,29,2.654,3,4,96.86
CHEMBL12452,CCCCCCCCCCCC[C@H]1C(=O)O[C@@H](CO)[C@@H]1OC(C)=O,ChEMBL37_chemreps,342.476,24,3.763,1,5,72.83
CHEMBL12453,N#Cc1ccc2c(c1)c(C1CCN(CCN3CCNC3=O)CC1)cn2-c1ccc(F)cc1,ChEMBL37_chemreps,431.515,32,3.846,1,4,64.3
CHEMBL12454,COc1ccc2c(c1)CNc1cc(CC(=O)O)ccc1C2=O,ChEMBL37_chemreps,297.31,22,2.479,2,4,75.63
CHEMBL12455,CC(C)N(CCC(CCn1cccc1)(C(N)=O)c1ccccc1F)C(C)C,ChEMBL37_chemreps,373.516,27,3.95,1,3,51.26
CHEMBL12535,CN1CCN(CCCCN2c3cccc4cccc(c34)S2(=O)=O)CC1,ChEMBL37_chemreps,359.495,25,2.376,0,4,43.86
CHEMBL12750,CNn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCSCC3)cc21,ChEMBL37_chemreps,337.376,23,1.565,2,6,74.57
CHEMBL12751,O=C(O)c1ccc(/N=N/c2cccc(-c3ccccc3)c2)cc1,ChEMBL37_chemreps,302.333,23,5.467,1,3,62.02
CHEMBL12472,CN(C)Cc1ccc(CSCc2ccc(CSCc3ccc(CN(C)C)o3)cc2)o1,ChEMBL37_chemreps,444.666,30,5.863,0,6,32.76
CHEMBL12473,CN(C)Cc1ccc(CSCc2cccc(CSCc3ccc(CN(C)C)o3)c2)o1,ChEMBL37_chemreps,444.666,30,5.863,0,6,32.76
CHEMBL12492,CNn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C(C)C)CC3)cc21,ChEMBL37_chemreps,362.405,26,1.542,2,6,77.81
CHEMBL12493,C[S+]([O-])c1ccc2nc3sc(C(=O)O)cn3c(=O)c2c1,ChEMBL37_chemreps,308.34,20,1.345,1,6,94.73
CHEMBL12494,O=C(CCCc1ccccc1)NCCc1c[nH]cn1,ChEMBL37_chemreps,257.337,19,2.091,2,2,57.78
CHEMBL12431,CN(Cc1ccccc1)Cc1ccn(-c2cc3nc(O)c(O)nc3cc2[N+](=O)[O-])c1,ChEMBL37_chemreps,405.414,30,3.372,2,8,117.55
CHEMBL12513,O=P(O)(O)Cc1cc(-c2ccc(Cl)cc2)cc2nc(O)c(O)nc12,ChEMBL37_chemreps,366.697,24,3.039,4,5,123.77
CHEMBL12514,C[C@]12CC[C@]3(C1)[C@H](CC2=O)C[C@@H](OC(=O)c1ccccc1)[C@H]1[C@](C)(C(=O)O)CCC[C@@]13C,ChEMBL37_chemreps,438.564,32,5.279,1,4,80.67
CHEMBL12515,CCCN(CCC)C1Cc2cccc3c2n(c(=O)n3C)C1,ChEMBL37_chemreps,287.407,21,2.387,0,4,30.17
CHEMBL12538,Cc1c(C(=O)c2ccccc2)c2ccccc2n1CCN1CCOCC1,ChEMBL37_chemreps,348.446,26,3.513,0,4,34.47
CHEMBL12539,CCCCC[C@](C)(O)/C=C/C1[C@@H]2C[C@@H](O)[C@H]1C/C=C\CCCC(=O)O2,ChEMBL37_chemreps,350.499,25,3.913,2,4,66.76
CHEMBL12540,c1ccc2c(c1)[nH]c1ccncc12,ChEMBL37_chemreps,168.199,13,2.716,1,1,28.68
CHEMBL12638,CC12C=CC(=O)C=C1[C@H]1C[C@H]1C1C2CCC2(C)C1CCC21CCC(=O)O1,ChEMBL37_chemreps,352.474,26,4.226,0,3,43.37
CHEMBL511,COc1ccc(CN(CCN(C)C)c2ccccn2)cc1,ChEMBL37_chemreps,285.391,21,2.658,0,4,28.6
CHEMBL12474,CN/C(S)=N/S(=O)(=O)c1cc(CCNC(=O)c2cc(Cl)ccc2OC)ccc1OC(F)(F)F,ChEMBL37_chemreps,525.958,33,3.414,3,5,106.09
CHEMBL12475,CN/C(S)=N/S(=O)(=O)c1cc(CCNC(=O)c2cc(Cl)ccc2OC)cc(OC)c1OC,ChEMBL37_chemreps,502.014,32,2.532,3,6,115.32
CHEMBL12476,CN1CCC=C(c2nc(N(C)C)no2)C1,ChEMBL37_chemreps,208.265,15,0.855,0,5,45.4
CHEMBL12564,Clc1cccc(N2CCN(CCCn3c4c(c5ccccc53)CCN(CCCc3cccnc3)C4)CC2)c1,ChEMBL37_chemreps,528.144,38,5.893,0,5,27.54
CHEMBL12565,O=NN(CCCl)C(=O)NC1C(O)CCCC1O,ChEMBL37_chemreps,265.697,17,0.192,3,5,102.23
CHEMBL12592,CCCc1nc(CC)c(C(N)=O)n1Cc1ccc(-c2ccccc2S(=O)(=O)Nc2onc(C)c2C)cc1,ChEMBL37_chemreps,521.643,37,4.618,2,7,133.11
CHEMBL12594,CON1CC/C(=C\c2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)C1=O,ChEMBL37_chemreps,331.456,24,4.164,1,3,49.77
CHEMBL12693,CCCCc1nc(CCCC)n(Cc2ccc(-n3c(F)ccc3-c3nn[nH]n3)cc2)n1,ChEMBL37_chemreps,422.512,31,4.122,1,7,90.1
CHEMBL12516,CCC1NC(C(=O)OC)Cc2c1[nH]c1ccc(O)cc21,ChEMBL37_chemreps,274.32,20,2.012,3,4,74.35
CHEMBL506,COc1cc(NC(C)CCCN)c2ncccc2c1,ChEMBL37_chemreps,259.353,19,2.783,2,4,60.17
CHEMBL12613,O=S(=O)(CS(=O)(=O)C(F)(F)F)c1cccc(C(F)(F)F)c1,ChEMBL37_chemreps,356.265,21,2.371,0,4,68.28
CHEMBL12614,CC1(C)C=C(n2ccccc2=O)c2cc(S(=O)(=O)NCCO)ccc2O1,ChEMBL37_chemreps,376.434,26,1.179,2,6,97.63
CHEMBL12642,CCCCC[C@H](O)/C=C/C1[C@@H]2C[C@@H](O)[C@H]1C/C=C\CCCC(=O)O2,ChEMBL37_chemreps,336.472,24,3.523,2,4,66.76
CHEMBL4559970,CCN(C)c1ccc(CO)cc1,ChEMBL37_chemreps,165.236,12,1.635,1,2,23.47
CHEMBL12731,CCCCC[C@@H]1/C=C\C2[C@H](O)CC(=O)[C@@H]2CCCCCCC(=O)O1,ChEMBL37_chemreps,336.472,24,3.955,1,4,63.6
CHEMBL1163454,COc1cccc(NC(=O)/C=C/c2ccc(O)c(O)c2)c1,ChEMBL37_chemreps,285.299,21,2.758,3,4,78.79
CHEMBL12566,Cc1c(C(=O)c2cccc3ccccc23)c2ccccc2n1CCN1CCOC(O)C1,ChEMBL37_chemreps,414.505,31,3.985,1,5,54.7
CHEMBL12567,COc1ccc2c(C(=O)O)cc(=O)oc2c1,ChEMBL37_chemreps,220.18,16,1.5,1,4,76.74
CHEMBL12657,COC(=O)c1ccccc1OCC(O)CNCCNC(=O)Cc1ccccc1,ChEMBL37_chemreps,386.448,28,1.161,3,6,96.89
CHEMBL12658,COc1ccc(-c2coc3cc(OC)ccc3c2=O)cc1,ChEMBL37_chemreps,282.295,21,3.477,0,4,48.67
CHEMBL12694,CN(C)Cc1ccc(CSCC/N=C/NCCSCc2ccc(CN(C)C)o2)o1,ChEMBL37_chemreps,438.663,29,3.78,1,7,57.15
CHEMBL12695,CCCc1cc(O)cc(=O)o1,ChEMBL37_chemreps,154.165,11,1.298,1,3,50.44
CHEMBL1163450,O=C(NCCO)c1cc2c3ccccc3n(-c3ccc(F)cc3)c2cn1,ChEMBL37_chemreps,349.365,26,3.04,2,4,67.15
CHEMBL12412,COc1cc2cc(CO)c(CO)c(-c3ccnc(-n4ncc5ccccc5c4=O)c3)c2cc1OC,ChEMBL37_chemreps,469.497,35,3.603,2,8,106.7
CHEMBL12616,COc1ccc(Cl)cc1C(=O)NCCc1ccc(OC)c(S(=O)(=O)/N=C(\S)NC2CCCCC2)c1,ChEMBL37_chemreps,540.107,35,4.227,3,5,106.09
CHEMBL12710,CCCCC/C=C(\c1ccc(O)cc1)c1ccc(OCCN2CCCC2)cc1,ChEMBL37_chemreps,379.544,28,5.879,1,3,32.7
CHEMBL4559980,CN(C)C(=O)c1cccc(-c2ccc(C(N)=O)cc2)n1,ChEMBL37_chemreps,269.304,20,1.549,1,3,76.29
CHEMBL4559982,COc1cc(N2CCC(C(N)Cn3nc(C(F)(F)F)c(Cl)c3C)CC2)c(Cl)cc1Cl,ChEMBL37_chemreps,485.765,30,5.423,1,5,56.31
CHEMBL4559983,NCC1CCCN1CCc1ccccc1,ChEMBL37_chemreps,204.317,15,1.652,1,2,29.26
CHEMBL12713,O=C1NCCN1CCN1CCC(c2cn(-c3ccc(F)cc3)c3ccc(Cl)cc23)CC1,ChEMBL37_chemreps,440.95,31,4.628,1,3,40.51
CHEMBL12732,CC(=O)N[C@@H](Cc1ccc(OP(=O)(O)O)cc1)C(=O)N[C@@H](C)C(=O)NCCCc1ccccc1,ChEMBL37_chemreps,491.481,34,1.459,5,5,154.06
CHEMBL12733,CN(Cc1ccccc1)C(c1cccc2nc(O)c(O)nc12)P(=O)(O)O,ChEMBL37_chemreps,375.321,26,2.349,4,6,127.01
CHEMBL12734,C=CCNC(=O)C(Cc1ccccc1)NC(C)=O,ChEMBL37_chemreps,246.31,18,1.036,2,2,58.2
CHEMBL12735,NCc1cc(Cl)ccc1Cl,ChEMBL37_chemreps,176.046,10,2.452,1,1,26.02
CHEMBL12456,O=C(NO)c1ccc2c(c1)Nc1ccccc1O2,ChEMBL37_chemreps,242.234,18,2.655,3,4,70.59
CHEMBL12572,CC(C)(C)c1cc(/C=C/c2n[nH]c(O)n2)cc(C(C)(C)C)c1O,ChEMBL37_chemreps,315.417,23,3.981,3,4,82.03
CHEMBL12573,CC(C)c1ccccc1Sc1c(O)cc(-c2ccc(O)c(C(=O)O)c2)oc1=O,ChEMBL37_chemreps,398.436,28,4.691,3,6,107.97
CHEMBL12575,COc1cccc(OC)c1CN1CCc2c([nH]c3ccccc23)C1,ChEMBL37_chemreps,322.408,24,3.743,1,3,37.49
CHEMBL12665,Nc1ccc(OC23CC4C5CC6CC4C(C2)C(C6)C5C3)cc1,ChEMBL37_chemreps,295.426,22,4.108,1,2,35.25
CHEMBL12414,C[C@H](NC(c1cccc2nc(O)c(O)nc12)P(=O)(O)O)c1cccc2ccccc12,ChEMBL37_chemreps,425.381,30,3.721,5,6,135.8
CHEMBL12415,O=NN(CCCl)C(=O)NC1CCCCCCCCCCC1,ChEMBL37_chemreps,317.861,21,4.592,1,3,61.77
CHEMBL12714,CC(C)c1ccccc1Sc1c(O)cc(-c2cccc(Cl)c2)oc1=O,ChEMBL37_chemreps,372.873,25,5.94,1,4,50.44
CHEMBL12432,CN/C(S)=N/S(=O)(=O)c1cc(CCNC(=O)c2cc(Cl)ccc2OC)ccc1OCCOC,ChEMBL37_chemreps,516.041,33,2.54,3,6,115.32
CHEMBL12434,CC(C)Cc1ccc2nc3sc(C(=O)O)cn3c(=O)c2c1,ChEMBL37_chemreps,302.355,21,2.806,1,5,71.67
CHEMBL12435,CC(NC(=O)N(CCCl)N=O)C(=O)O,ChEMBL37_chemreps,223.616,14,0.391,2,4,99.07
CHEMBL12436,CC(C)c1cccc(/N=N/c2ccc(C(=O)O)cc2)c1,ChEMBL37_chemreps,268.316,20,4.924,1,3,62.02
CHEMBL12457,CCN1CCN(C(CN2CCN(CC(C)C(=O)c3ccccc3)CC2)c2ccc(F)cc2)CC1,ChEMBL37_chemreps,466.645,34,3.641,0,5,30.03
CHEMBL12459,O=C(CCCCc1ccccc1)NCCc1c[nH]cn1,ChEMBL37_chemreps,271.364,20,2.481,2,2,57.78
CHEMBL12460,Fc1ccc(C(c2ccc(F)cc2)N2CCN(CCCN3CCc4c([nH]c5ccccc45)C3)CC2)cc1,ChEMBL37_chemreps,500.637,37,5.602,1,3,25.51
CHEMBL12390,CN/C(S)=N/S(=O)(=O)c1cc(CCNC(=O)c2cc(Cl)ccc2OC)ccc1-c1ccccn1,ChEMBL37_chemreps,519.048,34,3.577,3,5,109.75
CHEMBL12391,CCC(=O)N(c1ccccc1)[C@H]1CCN(CCc2ccccc2)C[C@H]1C,ChEMBL37_chemreps,350.506,26,4.383,0,2,23.55
CHEMBL12477,CCC(=O)NC1Cc2cccc3ccc(OC)c(c23)C1,ChEMBL37_chemreps,269.344,20,2.842,1,2,38.33
CHEMBL12478,CCNn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21,ChEMBL37_chemreps,348.378,25,1.154,2,6,77.81
