ligand_id,smiles,source,mol_weight,heavy_atoms,logp,hbd,hba,tpsa
CHEMBL153534,Cc1cc(-c2csc(N=C(N)N)n2)cn1C,ChEMBL37_chemreps,235.316,16,1.362,2,4,82.22
CHEMBL405398,Brc1cccc(Nc2ncnc3ccncc23)c1NCCN1CCOCC1,ChEMBL37_chemreps,429.322,27,3.275,2,7,75.2
CHEMBL503634,COc1c(O)cc(O)c(C(=N)Cc2ccc(O)cc2)c1O,ChEMBL37_chemreps,289.287,21,2.128,5,6,114.0
CHEMBL503643,CCOC(=O)c1cc2cc(C(=O)O)ccc2[nH]1,ChEMBL37_chemreps,233.223,17,2.043,2,3,79.39
CHEMBL403325,C[C@H]1CN(CCC(=O)N[C@@H](CCc2ccccc2)C(=O)O)CC[C@@]1(C)c1cccc(O)c1,ChEMBL37_chemreps,438.568,32,3.584,3,4,89.87
CHEMBL155287,O=C(NO)c1ccc(I)cc1,ChEMBL37_chemreps,263.034,11,1.41,2,2,49.33
CHEMBL265174,C=CCc1ccc(OC(=O)C23CC4CC(CC(C4)C2)C3)c(OC)c1,ChEMBL37_chemreps,326.436,24,4.546,0,3,35.53
CHEMBL264472,Cc1cccc(N2CCN(CCCON3C(=O)c4ccccc4C3=O)CC2)c1,ChEMBL37_chemreps,379.46,28,2.735,0,5,53.09
CHEMBL405225,N=c1sc2ccccc2n1CCN1CCC(c2ccc(F)cc2)CC1,ChEMBL37_chemreps,355.482,25,4.201,1,4,32.02
CHEMBL499520,O=C(Nc1ncc(F)s1)[C@H](CC1CCOCC1)c1ccc(S(=O)(=O)C2CC2)cc1,ChEMBL37_chemreps,438.546,29,3.757,1,6,85.36
CHEMBL1082532,Oc1ccc(/N=C(/Cc2ccc(Cl)cc2)c2ccc(O)c(O)c2O)cc1,ChEMBL37_chemreps,369.804,26,4.526,4,5,93.28
CHEMBL501922,COC(=O)C[C@H]1C(C)(C)[C@H](OC(C)=O)[C@H]2C(=O)[C@]1(C)[C@H]1CC[C@]3(C)[C@@H](CC(=O)O[C@H]3c3ccoc3)[C@]13O[C@H]23,ChEMBL37_chemreps,528.598,38,3.794,0,9,121.64
CHEMBL501101,O=S(=O)(CCO)c1no[n+]([O-])c1-c1ccccc1,ChEMBL37_chemreps,270.266,18,-0.259,1,6,107.34
CHEMBL505943,CNc1nc2sc(SC)nc2c2c1ncn2C,ChEMBL37_chemreps,265.367,17,2.342,1,7,55.63
CHEMBL264137,CC(=O)OC[C@]12[C@H](OC(C)=O)C(=O)[C@@H]3[C@@H](O)[C@]1(OC3(C)C)[C@](C)(O)C[C@H](OC(C)=O)[C@@H]2OC(C)=O,ChEMBL37_chemreps,500.497,35,-0.407,2,12,171.96
CHEMBL1203224,CCCC1(C)CC(=O)N(CCCCN2CCN(c3nsc4ccccc34)CC2)C(=O)C1,ChEMBL37_chemreps,442.629,31,4.154,0,6,56.75
CHEMBL441620,CCCCCC(O)/C=C/[C@@H]1[C@@H](C/C=C\CCCC(N)=O)[C@@H]2C[C@H]1OC(=O)O2,ChEMBL37_chemreps,379.497,27,3.626,2,5,98.85
CHEMBL444987,CC(C)=CCC/C(C)=C/C=C/C(=O)N1CCCC1,ChEMBL37_chemreps,247.382,18,3.858,0,1,20.31
CHEMBL1203109,CNC(=O)c1cc(C(O)CNC(C)CCc2ccc3c(c2)OCO3)ccc1O,ChEMBL37_chemreps,386.448,28,2.125,4,6,100.05
CHEMBL265216,CNC(=O)[C@H](CCCNC(=O)OC(C)(C)C)NC(=O)[C@H](CCCc1ccccc1)[C@@](C)(O)C(=O)NO,ChEMBL37_chemreps,508.616,36,1.418,6,7,166.09
CHEMBL263058,COc1ccccc1N1CCN(CCCNC(=O)c2ccccc2I)CC1,ChEMBL37_chemreps,479.362,27,3.242,1,4,44.81
CHEMBL4116085,CN(C/C=C/c1ccc(C#N)cc1)Cc1ccc2c(c1)CCO2,ChEMBL37_chemreps,304.393,23,3.638,0,3,36.26
CHEMBL266960,COc1ccc(CNc2nnc(N3CCC(O)CC3)c3ccc(C#N)cc23)cc1Cl,ChEMBL37_chemreps,423.904,30,3.737,2,7,94.3
CHEMBL443992,Cc1cccc(NC(=S)Nc2ccc3c(c2)C(=O)OC3)c1,ChEMBL37_chemreps,298.367,21,3.474,2,3,50.36
CHEMBL409297,C=CCn1cc(C[C@@H]2NC(=O)[C@@H]3CCCN3C2=O)c2ccc(OC)cc21,ChEMBL37_chemreps,353.422,26,1.868,1,4,63.57
CHEMBL405416,Cc1ccc(Oc2nc3ccccc3nc2N2CCN(C)CC2)cc1,ChEMBL37_chemreps,334.423,25,3.482,0,5,41.49
CHEMBL405667,O=C1CC(c2ccc(-c3ccccc3)cc2)c2c(ccc3ccccc23)N1,ChEMBL37_chemreps,349.433,27,5.981,1,1,29.1
CHEMBL411601,CC(=O)NC(C(=O)N1CCSCC1)[C@H]1CC(C(=O)O)C[C@@H]1N=C(N)N,ChEMBL37_chemreps,371.463,25,-1.181,4,5,151.11
CHEMBL441131,CCCc1cnnn1-c1c(Cl)cc(C(F)(F)F)cc1Cl,ChEMBL37_chemreps,324.133,20,4.545,0,3,30.71
CHEMBL155374,O=C(O)C(=O)Nc1nc(-c2cc(Cl)no2)cs1,ChEMBL37_chemreps,273.657,17,1.475,2,6,105.32
CHEMBL217730,CCc1c(C)[nH]c2c1/C(=N/OC(=O)NCCc1cccnc1)CCC2,ChEMBL37_chemreps,340.427,25,3.29,2,4,79.37
CHEMBL261894,CCC[C@@H]1NC(=O)[C@@H](C(C)C)NC(=O)[C@@H](Cc2ccc(O)cc2)NCc2ccccc2CCCCNC1=O,ChEMBL37_chemreps,522.69,38,2.971,5,5,119.56
CHEMBL262664,COc1cc2c(cc1OC)CC(=O)N(CCCN(C)CCc1ccccn1)CC2,ChEMBL37_chemreps,397.519,29,2.591,0,5,54.9
CHEMBL500021,CCC(C)CNc1nc(C#N)nc2c1NCN2Cc1ccccc1,ChEMBL37_chemreps,322.416,24,3.196,2,6,76.87
CHEMBL265024,CCOC(=O)COC(=O)CCCNC(=O)NC12CC3CC(CC(C3)C1)C2,ChEMBL37_chemreps,366.458,26,2.141,2,5,93.73
CHEMBL263555,CC[C@@H](c1ccc(C(F)(F)F)cc1)N1CCN(C2(C)CCN(C(=O)c3c(C)ncnc3C)CC2)C[C@@H]1C,ChEMBL37_chemreps,517.64,37,5.264,0,5,52.57
CHEMBL263956,CCCCCCC[C@H]1OC(=O)C[C@@H](O)[C@H](Cc2ccccc2)N(C)C(=O)[C@H](Cc2ccccc2)OC(=O)[C@H]1C,ChEMBL37_chemreps,537.697,39,4.884,1,6,93.14
CHEMBL265282,CCCN1c2cc(C)nc3c(-c4ccc(Cl)cc4Cl)nn(c23)C[C@@H]1CC,ChEMBL37_chemreps,389.33,26,5.722,0,4,33.95
CHEMBL4116102,N=C(N)NC(=O)OCc1cccc(N2CCC(Oc3cccnc3)CC2)c1F,ChEMBL37_chemreps,387.415,28,2.388,3,6,113.56
CHEMBL267740,CCCCc1oc2ccccc2c1Cc1cccc(/C(C)=C/Cn2oc(=O)[nH]c2=O)c1,ChEMBL37_chemreps,418.493,31,4.913,1,5,81.14
CHEMBL1203199,C[C@H](NC(=O)[C@H]1Cc2c(sc3ccccc23)CN1)c1ccccc1,ChEMBL37_chemreps,336.46,24,3.793,2,3,41.13
CHEMBL444024,COC(=O)c1cc(CCc2ccc(OC)cc2OC)ccc1O,ChEMBL37_chemreps,316.353,23,2.981,1,5,64.99
CHEMBL444145,C=C(CO)[C@]12C=C3C(=O)C[C@@H](C(C)C)[C@]3(C)C[C@@H](O)[C@@]1(C)CC(=O)O2,ChEMBL37_chemreps,348.439,25,2.169,2,5,83.83
CHEMBL444231,C=C(CC(O)C(C)(O)[C@H]1CC[C@H]2C3=C[C@H](OC(C)=O)[C@H]4[C@@H](OC(C)=O)[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C,ChEMBL37_chemreps,546.745,39,4.724,3,7,113.29
CHEMBL4116106,O=c1[nH]cnc2c1ncn2C(COCCP(=O)(O)O)COCCP(=O)(O)O,ChEMBL37_chemreps,426.259,27,-0.951,5,8,197.09
CHEMBL4116108,N=C(N)N1CCC[C@H]1Cc1nc(-c2ccc(Nc3nc(-c4cc(C(F)(F)F)ccc4F)cs3)cc2)no1,ChEMBL37_chemreps,531.539,37,5.662,3,7,116.95
CHEMBL444233,CC1(c2ccccn2)ON=C(c2ccccc2Cl)O1,ChEMBL37_chemreps,274.707,19,3.316,0,4,43.71
CHEMBL441948,c1ccc2cc(CC3=NCCN3)ccc2c1,ChEMBL37_chemreps,210.28,16,2.384,1,2,24.39
CHEMBL442894,Cn1c(=O)c2c3c(cnc2n(C)c1=O)C(=O)C=CC3=O,ChEMBL37_chemreps,271.232,20,-0.433,0,7,91.03
CHEMBL264812,CN(CCNC(=O)N1CCN(c2ccccc2)CC1)Cc1ccccc1,ChEMBL37_chemreps,352.482,26,2.65,1,3,38.82
CHEMBL440981,Cc1ccc[n+](CCC#Cc2ccc(C#CCC[n+]3cccc(C)c3)cc2)c1,ChEMBL37_chemreps,366.508,28,3.762,0,0,7.76
CHEMBL439520,N=C(NCCCNCCCCCCCNCCCNC(=N)NCc1ccccc1)NCc1ccccc1,ChEMBL37_chemreps,508.759,37,3.525,8,4,119.88
CHEMBL444368,CN1CCc2cccc3c2[C@H]1Cc1ccc(CO)c(O)c1-3,ChEMBL37_chemreps,281.355,21,2.637,2,3,43.7
CHEMBL442595,CN(Cc1ccccc1)C(=S)N1CCC(c2cccc(Cl)c2)=N1,ChEMBL37_chemreps,343.883,23,4.167,0,2,18.84
CHEMBL265130,CCOC(=O)c1ccc2ncc(C(=O)OCC)c(Nc3ccc(NC(C)=O)cc3)c2c1,ChEMBL37_chemreps,421.453,31,4.29,2,7,106.62
CHEMBL264478,O=C([O-])c1cc(F)ccc1Cn1nnc(-c2cccc(/C=C/c3ccc4ccc(Cl)cc4n3)c2)n1,ChEMBL37_chemreps,484.898,35,4.263,0,7,96.62
CHEMBL153812,NC(=O)c1ccccc1-n1cnc2ccccc21,ChEMBL37_chemreps,237.262,18,2.124,1,3,60.91
CHEMBL1203155,CC1CC(=O)NN=C1c1ccc(NC(=O)CCNCC(O)COc2cccc3[nH]ccc23)cc1,ChEMBL37_chemreps,463.538,34,2.386,5,6,127.84
CHEMBL443462,CC(=O)c1cc2c(cc1O)OC(C)(C)C=C2,ChEMBL37_chemreps,218.252,16,2.779,1,3,46.53
CHEMBL443602,COC(=O)[C@H]1C[C@H](O)CCN1,ChEMBL37_chemreps,159.185,11,-0.728,2,4,58.56
CHEMBL437851,C[C@H]1[C@@H](OCC23CC4CC(CC(C4)C2)C3)O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3,ChEMBL37_chemreps,432.601,31,5.427,0,5,46.15
CHEMBL263614,CCCCCCO[C@H]1C=C(C(=O)O)O[C@@H]([C@H](O)[C@H](O)CO)[C@@H]1NC(C)=O,ChEMBL37_chemreps,375.418,26,-0.462,5,7,145.55
CHEMBL263193,CC1(C)CCC(C)(C)c2cc3c(ccn3C(=O)c3ccc(C(=O)O)cc3)cc21,ChEMBL37_chemreps,375.468,28,5.377,1,3,59.3
CHEMBL265900,C[C@H](CCCn1nnc(-c2ccccc2)n1)N(c1cc(Cl)ccc1CO)S(=O)(=O)c1ccc(Cl)cc1,ChEMBL37_chemreps,546.48,36,5.203,1,7,101.21
CHEMBL438329,C[C@H]1CC[C@@H](NCc2ccc3c(c2)Cc2c(-c4ccc(CC(=O)O)cc4)n[nH]c2-3)CC1,ChEMBL37_chemreps,415.537,31,4.943,3,3,78.01
CHEMBL443332,C=C(C)N1Cc2cccc3[nH]c(=O)n(c23)C(C)C1,ChEMBL37_chemreps,243.31,18,2.24,1,3,41.03
CHEMBL443686,Cc1nonc1-c1nc(S)n[nH]1,ChEMBL37_chemreps,183.196,12,0.452,2,6,80.49
CHEMBL1203252,Cc1ccc(OCCCON/C(N)=N/C(N)=N/C(C)C)cc1C,ChEMBL37_chemreps,321.425,23,1.631,3,3,107.25
CHEMBL155263,CC(C#CCN1CCCC1)N(C)S(C)(=O)=O,ChEMBL37_chemreps,244.36,16,0.365,0,3,40.62
CHEMBL266873,C/C(=C\CC1OC(=O)NC1=O)c1cccc(OCCc2nc(-c3ccccc3)oc2C)c1,ChEMBL37_chemreps,432.476,32,4.7,1,6,90.66
CHEMBL444434,CC(=O)O[C@H]1c2c(ccc3ccc(=O)oc23)OC(C)(C)[C@H]1OC(C)=O,ChEMBL37_chemreps,346.335,25,2.5,0,7,92.04
CHEMBL438132,CCN(CC)c1nc(Cc2c(F)cccc2F)cc(=O)[nH]1,ChEMBL37_chemreps,293.317,21,2.485,1,3,48.99
CHEMBL1205279,CCCCOP(=O)(OCCCC)OC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)COc3ccccc3)[C@H]2CC1,ChEMBL37_chemreps,524.507,36,3.609,2,8,140.7
CHEMBL263329,c1cc2c(c(N3CCN(CCCCCc4c[nH]c5ccccc45)CC3)c1)OCCO2,ChEMBL37_chemreps,405.542,30,4.474,1,4,40.73
CHEMBL265564,CN(C)CCNC(=O)C(=O)CCCCCCOc1ccc(-c2ccccc2)cc1,ChEMBL37_chemreps,396.531,29,3.93,1,4,58.64
CHEMBL4116001,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)[C@H]1CO[C@@H](OCC2CCCCC2)CN1,ChEMBL37_chemreps,426.504,30,2.284,3,5,79.82
CHEMBL440085,COc1noc2c1CN(C)CC2,ChEMBL37_chemreps,168.196,12,0.671,0,4,38.5
CHEMBL443886,CCNC(=O)Nc1nc2cc(-c3cccnc3)cc(-c3cnn(C)c3)n2n1,ChEMBL37_chemreps,362.397,27,2.333,2,7,102.03
CHEMBL156037,CCOc1ccc(/C=C/C(=O)NCCCCN2CCN(C(c3ccccc3)c3ccccc3)CC2)cn1,ChEMBL37_chemreps,498.671,37,4.797,1,5,57.7
CHEMBL268086,CCNc1cccnc1N1CCN(C(=O)c2cnc3ccccc3c2)CC1,ChEMBL37_chemreps,361.449,27,3.024,1,5,61.36
CHEMBL264521,CCCCCn1cc(C(=O)NC2C3CC4CC(C3)CC2C4)c(=O)c2ccccc21,ChEMBL37_chemreps,392.543,29,4.746,1,3,51.1
CHEMBL500790,OC(/C=C/C=C/c1ccccc1)CCc1ccccc1,ChEMBL37_chemreps,264.368,20,4.25,1,1,20.23
CHEMBL500798,c1ccc(CCC2=NOC(c3ccccc3)C2)cc1,ChEMBL37_chemreps,251.329,19,4.137,0,2,21.59
CHEMBL444736,CCCC(C)(C)C(=O)N[C@H]1CCCCNC1=O,ChEMBL37_chemreps,240.347,17,1.598,2,2,58.2
CHEMBL444924,O=C(CCc1ccc(F)cc1)N[C@H]1CCOC1=O,ChEMBL37_chemreps,251.257,18,1.19,1,3,55.4
CHEMBL266902,CC/C(=C\Cn1oc(=O)[nH]c1=O)c1cccc(OCc2nc(-c3ccc(C(F)(F)F)cc3)oc2C)c1,ChEMBL37_chemreps,501.461,36,5.184,1,7,103.26
CHEMBL267832,C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C(=O)N[C@@H](C(=O)O)C(C)C)cc1,ChEMBL37_chemreps,446.507,33,3.123,3,6,115.65
CHEMBL268339,CN(C)c1cccc2c(S(=O)(=O)Nc3cnc(Br)cn3)cccc12,ChEMBL37_chemreps,407.293,24,3.259,1,5,75.19
CHEMBL438024,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1c(-c2cc(OC)ccc2OC)nc2sccn12,ChEMBL37_chemreps,483.546,34,3.661,1,10,100.39
CHEMBL499809,CC(C)CSc1cc(SCC(C)C)nc(SCC(C)C)n1,ChEMBL37_chemreps,344.615,21,5.721,0,5,25.78
CHEMBL498861,CC(=O)O[C@@H]1[C@H]2[C@@H](O)[C@@H](OC(=O)c3ccccc3)[C@]3(C)[C@@H](OC/C=C/c4ccccc4)CC[C@@H](C)[C@@]13OC2(C)C,ChEMBL37_chemreps,548.676,40,5.217,1,7,91.29
CHEMBL216546,COC[C@H]1OC(O)=C2C1=NC1=C(C(=O)COC1)[C@H]2c1ccc(F)c(Br)c1,ChEMBL37_chemreps,424.222,26,2.795,1,6,77.35
CHEMBL262244,CC1CCN(C(=O)[C@H](CCCNc2ccccn2)NS(=O)(=O)c2ccc3ccccc3c2)CC1,ChEMBL37_chemreps,480.634,34,4.033,2,5,91.4
CHEMBL262399,O=C1NC(Cc2c[nH]c3ccccc23)C(=O)N2C(c3ccccc3)c3[nH]c4ccccc4c3C[C@@H]12,ChEMBL37_chemreps,460.537,35,4.233,3,2,80.99
CHEMBL262267,O=C(O)C(Cc1c[nH]c2ccccc12)NC(=O)C(CS)C1CCc2cc(O)ccc21,ChEMBL37_chemreps,424.522,30,3.261,5,4,102.42
CHEMBL1205372,CC(C)(C(=O)O)c1cccnc1Nc1ccc(Cl)cc1,ChEMBL37_chemreps,290.75,20,3.841,2,3,62.22
CHEMBL438807,CSc1sc(C(=N)N)cc1S(=O)(=O)c1cc(Br)c2c(c1)ncn2Cc1ccccc1,ChEMBL37_chemreps,521.487,30,4.747,2,7,101.83
CHEMBL498871,CCS(=O)(=O)c1ccc2oc(Cc3ccc(C)cc3)nc2c1,ChEMBL37_chemreps,315.394,22,3.521,0,4,60.17
CHEMBL499906,CCCNC(=O)[C@H](N)[C@@H](O)c1ccc([N+](=O)[O-])cc1,ChEMBL37_chemreps,267.285,19,0.482,3,5,118.49
CHEMBL503603,CCOc1cc2cc3[n+](cc2cc1OC)CCc1cc2c(cc1-3)OCO2,ChEMBL37_chemreps,350.394,26,3.486,0,4,40.8
CHEMBL503725,CCOC(=O)C(O)(c1ccc[nH]1)C(F)(F)F,ChEMBL37_chemreps,237.177,16,1.328,2,3,62.32
CHEMBL438139,COc1ccc([C@@]23Oc4cc(OC)cc(OC)c4[C@]2(O)[C@H](O)[C@H](C(=O)N(C)C)[C@H]3c2ccccc2)cc1,ChEMBL37_chemreps,505.567,37,3.051,2,7,97.69
CHEMBL265732,CC(=O)NC[C@H]1CN(c2ccc(N3CCN(S(=O)(=O)c4cccc(NC(C)=O)c4)CC3)c(F)c2)C(=O)O1,ChEMBL37_chemreps,533.582,37,1.756,2,7,128.36
CHEMBL1203132,COc1ccc(OCC2=NC(c3ccccc3)c3ccccc3CN2C)cc1,ChEMBL37_chemreps,372.468,28,4.708,0,4,34.06
CHEMBL385384,CCc1c(C#N)c(-c2ccc(-c3ccc(OC)cc3)cc2)c(C(=O)O)n1C,ChEMBL37_chemreps,360.413,27,4.5,1,4,75.25
CHEMBL383917,Cc1c(N2CC[C@@H]([C@H](C)N)C2)c(F)cc2c(=O)n(N)c(=O)n(C3CC3)c12,ChEMBL37_chemreps,361.421,26,0.833,2,7,99.28
CHEMBL527552,CC1=NOC(=O)/C1=C\c1cccs1,ChEMBL37_chemreps,193.227,13,2.064,0,4,38.66
CHEMBL503559,CCN(CC)Cc1c[nH]c(C)c(O)c1=O,ChEMBL37_chemreps,210.277,15,1.231,2,3,56.33
CHEMBL265763,NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1ccc2ccc(OCc3ccccc3)cc2c1)[C@H](O)C(=O)NO,ChEMBL37_chemreps,541.604,40,2.657,5,6,150.98
CHEMBL265830,Cn1c(CSCC(=O)Nc2ccccc2)nnc1SCC(=O)Nc1ccccc1,ChEMBL37_chemreps,427.555,29,3.418,2,7,88.91
CHEMBL4116111,CC(C)(N)CNC(=O)C[C@@H]1CCC[C@]2(C1)OOC1(O2)C2CC3CC(C2)CC1C3,ChEMBL37_chemreps,392.54,28,3.247,2,5,82.81
CHEMBL1203140,COc1ccccc1N1CCN(CC(O)c2ccc(O)c(C(N)=O)c2)CC1,ChEMBL37_chemreps,371.437,27,1.355,3,6,99.26
CHEMBL500627,CCCN1CCO[C@H]2c3cc(C(N)=O)ccc3CC[C@@H]21,ChEMBL37_chemreps,274.364,20,1.884,1,3,55.56
CHEMBL501070,Fc1ccc(-c2nn3cc(Cl)ccc3c2-c2ccncc2)cc1,ChEMBL37_chemreps,323.758,23,4.856,0,3,30.19
CHEMBL1782891,CN1C(=O)[C@@H](N)CCCC/C=C/C[C@@H](C(=O)NCc2ccccc2)NC(=O)[C@@H]1Cc1ccc(O)cc1,ChEMBL37_chemreps,492.62,36,2.411,4,5,124.76
CHEMBL500064,O=C(Nc1ccc(C2=NCCN2)cn1)c1sc2ccccc2c1Cl,ChEMBL37_chemreps,356.838,24,3.552,2,5,66.38
CHEMBL263879,CCN(CC)/C(=N\C#N)C1=CC(C)(C)Oc2ccc([N+](=O)[O-])cc21,ChEMBL37_chemreps,328.372,24,3.371,0,5,91.76
CHEMBL264055,CC(C)(C)c1ccc(C(=O)NC(=O)Nc2cccc(C3CN4CCSC4=N3)c2)cc1,ChEMBL37_chemreps,422.554,30,4.406,2,5,73.8
CHEMBL265362,COc1cccc(CN2CCC[C@@H]2[C@H](O)CNC(C)(C)Cc2ccc3ccccc3c2)c1,ChEMBL37_chemreps,432.608,32,4.785,2,4,44.73
CHEMBL385868,CCN1C(N(C)C)=Nc2ccccc2C1CC(=O)NCc1ccccc1,ChEMBL37_chemreps,350.466,26,3.319,1,4,47.94
CHEMBL504192,COC(=O)[C@H](CC(C)C)N1C(=O)[C@@H]2Cc3c([nH]c4ccccc34)CN2C1(C)C,ChEMBL37_chemreps,383.492,28,3.061,1,4,65.64
CHEMBL505806,O=C(/C=C/c1ccc(/C=N/OCc2ccccc2)cc1)NO,ChEMBL37_chemreps,296.326,22,2.756,2,4,70.92
CHEMBL503623,Cc1cc2c(c(=O)[nH]1)C(=O)O/C2=C\c1cc2ccccc2s1,ChEMBL37_chemreps,309.346,22,3.567,1,4,59.16
CHEMBL4116124,CCN1CCN(CCCCOC(=O)c2cc(O)c3c(c2)C(=O)c2cccc(O)c2C3=O)CC1,ChEMBL37_chemreps,452.507,33,2.448,2,8,107.38
CHEMBL269289,COc1ccc([C@]2(C#N)C[C@H]3C[C@@H](C(=O)O)C[C@H]3C2)cc1OCC1CC1,ChEMBL37_chemreps,355.434,26,3.766,1,4,79.55
CHEMBL386654,C#C[C@H]1CC[C@@H](C#N)N1C(=O)CNC12CC3CC(CC(O)(C3)C1)C2,ChEMBL37_chemreps,327.428,24,1.176,2,4,76.36
CHEMBL439267,Cc1ccc(C(N)=O)cc1Nc1ncnc2c1cnn2-c1ccccc1,ChEMBL37_chemreps,344.378,26,2.966,2,6,98.72
CHEMBL439400,CC(C)C[C@@H](C(=O)O)N1C(=O)C(=C(c2ccccc2)c2ccccc2)SC1=S,ChEMBL37_chemreps,411.548,28,4.806,1,4,57.61
CHEMBL525996,COc1ccccc1N1CCN(CCCN2C(=O)C3Sc4ccccc4C3N(C)C2=O)CC1,ChEMBL37_chemreps,466.607,33,3.317,0,6,56.33
CHEMBL525413,N#Cc1ccc2cc1Oc1cccc(c1)C(c1cccc(Cl)c1)N1CC[C@@H](NCc3cncn3C2)C1=O,ChEMBL37_chemreps,509.997,37,5.042,1,6,83.18
CHEMBL4116125,O=C(OCCCN1CCCCC1)c1cc(O)c2c(c1)C(=O)c1cccc(O)c1C2=O,ChEMBL37_chemreps,409.438,30,2.906,2,7,104.14
CHEMBL154392,CC(C)OC(=O)C(C)CNC(=O)[C@H](N)CC(=O)O,ChEMBL37_chemreps,260.29,18,-0.508,3,5,118.72
CHEMBL525428,CC#CCOc1ccc(S(=O)(=O)N[C@H](Cc2cn(Cc3ccc(F)cc3)c3ccccc23)C(=O)O)cc1,ChEMBL37_chemreps,520.582,37,4.205,2,5,97.63
CHEMBL527864,CN1CCN(c2ccc(Nc3ncc(C#N)c(Nc4ccccc4C(N)=O)n3)cc2)CC1,ChEMBL37_chemreps,428.5,32,2.686,3,8,123.2
CHEMBL503330,COC(=O)C(C)/C1=C/C=C(\C)CC[C@H]2O[C@]2(C)CC/C=C(\C)CC1,ChEMBL37_chemreps,332.484,24,5.126,0,3,38.83
CHEMBL503400,COc1cnc(-c2ccc(O)c(O)c2)o1,ChEMBL37_chemreps,207.185,15,1.761,2,5,75.72
CHEMBL500090,c1csc(CNC23CC4CC(CC2C4)C3)c1,ChEMBL37_chemreps,233.38,16,3.416,1,2,12.03
CHEMBL500236,Cc1cccc(OCc2cn(CCn3c([N+](=O)[O-])cnc3C)nn2)c1,ChEMBL37_chemreps,342.359,25,2.279,0,8,100.9
CHEMBL501691,COC1=C[C@@H](C)[C@@H]2C[C@H]3OC(OC(=O)c4cccc(Cl)c4)[C@H](O)[C@H]4C(C)=C(OC)C(=O)[C@H]([C@@]2(C)C1=O)[C@]43C,ChEMBL37_chemreps,545.028,38,4.1,1,8,108.36
CHEMBL501699,CC(=O)N[C@@H]1Cc2c([nH]c3ccccc23)CN([C@@H](CCCCN)C(=O)NCc2ccccc2)C1=O,ChEMBL37_chemreps,475.593,35,2.371,4,4,120.32
CHEMBL501701,N=C(N)NC(=O)c1nc(Cl)c(N2CCCCCC2)nc1N,ChEMBL37_chemreps,311.777,21,0.716,4,6,134.01
CHEMBL501770,Cc1ccc(Cl)c(S(=O)(=O)NC(CCC(N)=O)C(N)=O)c1,ChEMBL37_chemreps,333.797,21,0.046,3,4,132.35
CHEMBL154463,CCC[C@@H](COC(=O)CC)NC(=O)[C@H](N)CC(=O)O,ChEMBL37_chemreps,274.317,19,0.027,3,5,118.72
CHEMBL541498,CC(=O)/C=C(\O)c1cccnc1,ChEMBL37_chemreps,163.176,12,1.569,1,3,50.19
CHEMBL4116121,CN(C/C=C/c1cccc(F)c1)Cc1cccc2cc[nH]c12,ChEMBL37_chemreps,294.373,22,4.452,1,1,19.03
CHEMBL544585,Oc1cc(C2CNCCc3c2cc(O)c(O)c3Cl)ccc1Cl,ChEMBL37_chemreps,340.206,22,3.388,4,4,72.72
CHEMBL538928,O=c1oc(-c2ccccc2F)cc2c1sc1ccccc12,ChEMBL37_chemreps,296.322,21,4.814,0,3,30.21
CHEMBL539185,CC1CCN(C(=O)c2ccc(C#Cc3ccccc3)cc2)CC1,ChEMBL37_chemreps,303.405,23,3.959,0,1,20.31
CHEMBL539138,COc1cc(C(=O)N/N=C2\C(=O)Nc3c(Cl)cc(Cl)cc32)cc(OC)c1OC,ChEMBL37_chemreps,424.24,28,3.105,2,6,98.25
CHEMBL508166,CS/C=C(/C)n1c(C(=O)c2ccc(Br)cc2)noc1=O,ChEMBL37_chemreps,355.213,20,3.011,0,6,65.1
CHEMBL508212,COC(=O)[C@@]1(O)C[C@]2(C)[C@H]3C[C@@H](O)[C@@H]4[C@@H]([C@@]5(C)CCCC(C)(C)O5)CC[C@@]4(C)[C@]3(C)CC(=O)[C@H]2C1(C)C,ChEMBL37_chemreps,518.735,37,5.073,2,6,93.06
CHEMBL508224,C/C=C/C=C/C(=O)O[C@H]1CCCC[C@H](O)[C@H](O)[C@@H](CCC)OC1=O,ChEMBL37_chemreps,340.416,24,2.038,2,6,93.06
CHEMBL503469,Cn1cc(C2=C(c3coc4ccccc34)C(=O)NC2=O)c2ccc(O)cc21,ChEMBL37_chemreps,358.353,27,3.197,2,5,84.47
CHEMBL500079,CCCCCOc1ccc(Oc2ccc(O)cc2)cc1,ChEMBL37_chemreps,272.344,20,4.754,1,3,38.69
CHEMBL500207,COc1cc(-n2cc(C(C)=O)c3ccccc32)ccc1C(N)=O,ChEMBL37_chemreps,308.337,23,2.941,1,4,74.32
CHEMBL507116,CC(C)P(=O)(O)C1=CCC(N)C1,ChEMBL37_chemreps,189.195,12,1.67,2,2,63.32
